anomaly_id,timestamp,task_id,machine_id,operator_id,anomaly_type,severity,observed_value,baseline_value,reason,recommended_action
A00297,2026-01-09 13:28:45,T00093,LOD001,OP001,UNEXPECTED_MOVEMENT,ACTION,2.3,0.0,Machine movement occurred during a non-moving task state,Stop movement and verify the intended machine state
A00298,2026-01-23 09:31:17,T00200,DOZ001,OP004,PROXIMITY_APPROACH,ACTION,28.44,20.0,Person entered a closer-than-normal operating zone,Pause the relevant movement and confirm personnel clearance
A00299,2026-01-05 16:31:47,T00326,EXC002,OP008,HIGH_FUEL_PER_CYCLE,ACTION,0.0,0.12,Fuel consumed per cycle was above task baseline,Check loading technique and avoid unnecessary high-load cycles
A00300,2026-01-17 14:55:12,T00985,LOD001,OP002,HIGH_ENGINE_IDLE,ATTENTION,8.09,8.356,Engine remained active while machine was stationary,Use safe standby when continued engine operation is not required
A00301,2026-01-18 13:33:01,T00284,EXC001,OP007,PROXIMITY_APPROACH,ATTENTION,11.25,20.0,Person entered a closer-than-normal operating zone,Pause the relevant movement and confirm personnel clearance
A00302,2026-01-24 14:01:23,T00064,DOZ001,OP003,HARSH_SWING,ATTENTION,11.3,110.0,Swing activity was unusually abrupt for the current task,Reduce swing speed and confirm the swing zone is clear
A00303,2026-01-25 11:28:59,T00718,LOD001,OP005,OVERLOAD,ACTION,75.98,90.0,Observed load exceeded the normal operating threshold,Reduce load and reassess the current lift/load condition
A00304,2026-01-06 17:23:53,T00062,EXC002,OP004,UNSTABLE_GROUND,ACTION,0.81,0.6,Ground/slope conditions reduced the stability index,Stop the high-risk movement and reassess ground/stability conditions
A00305,2026-01-20 10:37:14,T00637,EXC002,OP003,HIGH_ENGINE_IDLE,ACTION,3.54,5.841,Engine remained active while machine was stationary,Use safe standby when continued engine operation is not required
A00306,2026-01-16 15:22:53,T00060,EXC001,OP004,HIGH_ENGINE_IDLE,ACTION,5.76,5.836,Engine remained active while machine was stationary,Use safe standby when continued engine operation is not required
A00307,2026-01-10 07:21:22,T00348,DOZ001,OP004,ABNORMAL_CYCLE_TIME,ATTENTION,72.16,71.67,Recent cycle time deviated materially from task baseline,Check task conditions and compare recent cycles with baseline
A00308,2026-01-18 17:41:10,T00734,DOZ001,OP006,SLOW_REACTION,ACTION,539.6,433.957,Reaction time was elevated relative to operator baseline,Pause at a safe stationary point and review operator workload
A00309,2026-01-01 17:33:38,T00491,DOZ001,OP001,HARSH_SWING,ACTION,9.0,110.0,Swing activity was unusually abrupt for the current task,Reduce swing speed and confirm the swing zone is clear
A00310,2026-01-16 08:36:45,T00452,DOZ001,OP001,EXCESS_IDLE,ACTION,5.01,5.826,Idle duration exceeded operator baseline while task was active,Stand by safely and resume when the work zone is clear
A00311,2026-01-04 17:02:29,T00790,EXC001,OP003,RAPID_CONTROL_CORRECTIONS,CRITICAL,3.33,2.774,Control corrections increased above operator baseline,Pause if safe and stabilize machine control inputs
A00312,2026-01-30 11:55:38,T00261,EXC002,OP002,PROXIMITY_APPROACH,ATTENTION,16.85,20.0,Person entered a closer-than-normal operating zone,Pause the relevant movement and confirm personnel clearance
A00313,2026-01-07 15:37:26,T00242,LOD001,OP003,RAPID_CONTROL_CORRECTIONS,ATTENTION,2.09,2.774,Control corrections increased above operator baseline,Pause if safe and stabilize machine control inputs
A00314,2026-01-10 14:17:39,T00849,LOD001,OP005,HARSH_SWING,ACTION,11.4,110.0,Swing activity was unusually abrupt for the current task,Reduce swing speed and confirm the swing zone is clear
A00315,2026-01-02 11:16:41,T00842,DOZ001,OP008,BELT_VIOLATION,ATTENTION,1.0,1.0,Seatbelt disengaged during machine movement,Stop movement and secure the seatbelt
A00316,2026-01-09 09:25:13,T00262,DOZ001,OP008,UNEXPECTED_MOVEMENT,ACTION,2.85,0.0,Machine movement occurred during a non-moving task state,Stop movement and verify the intended machine state
A00317,2026-01-19 06:27:26,T00936,EXC002,OP004,EXCESS_IDLE,ATTENTION,3.85,5.836,Idle duration exceeded operator baseline while task was active,Stand by safely and resume when the work zone is clear
A00318,2026-01-16 11:31:52,T00265,EXC001,OP003,UNEXPECTED_MOVEMENT,ATTENTION,0.0,0.0,Machine movement occurred during a non-moving task state,Stop movement and verify the intended machine state
A00319,2026-01-10 13:59:08,T00656,EXC002,OP001,UNEXPECTED_MOVEMENT,ACTION,0.0,0.0,Machine movement occurred during a non-moving task state,Stop movement and verify the intended machine state
A00320,2026-01-19 17:44:52,T00901,EXC001,OP002,UNSTABLE_GROUND,ATTENTION,0.72,0.6,Ground/slope conditions reduced the stability index,Stop the high-risk movement and reassess ground/stability conditions
A00321,2026-01-22 10:02:05,T00605,EXC001,OP004,ABNORMAL_CYCLE_TIME,ACTION,39.69,38.52,Recent cycle time deviated materially from task baseline,Check task conditions and compare recent cycles with baseline
A00322,2026-01-03 09:13:37,T00029,EXC001,OP001,HIGH_ENGINE_IDLE,ACTION,0.0,5.826,Engine remained active while machine was stationary,Use safe standby when continued engine operation is not required
A00323,2026-01-02 16:46:06,T00759,EXC001,OP006,UNSTABLE_GROUND,ATTENTION,0.921,0.6,Ground/slope conditions reduced the stability index,Stop the high-risk movement and reassess ground/stability conditions
A00324,2026-01-17 13:33:57,T00671,EXC001,OP004,EXCESS_IDLE,CRITICAL,6.0,5.836,Idle duration exceeded operator baseline while task was active,Stand by safely and resume when the work zone is clear
A00325,2026-01-12 07:57:59,T00837,DOZ001,OP007,EXCESS_IDLE,CRITICAL,5.79,2.688,Idle duration exceeded operator baseline while task was active,Stand by safely and resume when the work zone is clear
A00326,2026-01-28 13:54:56,T00908,LOD001,OP004,PROXIMITY_APPROACH,CRITICAL,29.4,20.0,Person entered a closer-than-normal operating zone,Pause the relevant movement and confirm personnel clearance
A00327,2026-01-20 09:51:30,T00500,DOZ001,OP005,UNEXPECTED_MOVEMENT,ATTENTION,1.79,0.0,Machine movement occurred during a non-moving task state,Stop movement and verify the intended machine state
A00328,2026-01-13 11:50:08,T00505,DOZ001,OP005,UNEXPECTED_MOVEMENT,ATTENTION,0.0,0.0,Machine movement occurred during a non-moving task state,Stop movement and verify the intended machine state
A00329,2026-01-03 07:25:54,T00991,EXC002,OP007,RAPID_CONTROL_CORRECTIONS,ACTION,4.3,3.554,Control corrections increased above operator baseline,Pause if safe and stabilize machine control inputs
A00330,2026-01-04 13:18:57,T00460,EXC001,OP005,OVERLOAD,ATTENTION,66.93,90.0,Observed load exceeded the normal operating threshold,Reduce load and reassess the current lift/load condition
A00331,2026-01-03 17:01:34,T00054,EXC002,OP007,EXCESS_IDLE,ATTENTION,11.78,2.688,Idle duration exceeded operator baseline while task was active,Stand by safely and resume when the work zone is clear
A00332,2026-01-12 15:15:26,T00079,LOD001,OP001,EXCESS_IDLE,ATTENTION,7.43,5.826,Idle duration exceeded operator baseline while task was active,Stand by safely and resume when the work zone is clear
A00333,2026-01-18 09:15:05,T00113,DOZ001,OP008,UNEXPECTED_MOVEMENT,ACTION,3.23,0.0,Machine movement occurred during a non-moving task state,Stop movement and verify the intended machine state
A00334,2026-01-26 13:56:46,T00757,EXC002,OP003,BELT_VIOLATION,ACTION,1.0,1.0,Seatbelt disengaged during machine movement,Stop movement and secure the seatbelt
A00335,2026-01-01 13:17:23,T00398,LOD001,OP003,HIGH_ENGINE_IDLE,ATTENTION,1.47,5.841,Engine remained active while machine was stationary,Use safe standby when continued engine operation is not required
A00336,2026-01-01 14:05:36,T00466,EXC002,OP001,UNSTABLE_GROUND,ACTION,0.88,0.6,Ground/slope conditions reduced the stability index,Stop the high-risk movement and reassess ground/stability conditions
A00337,2026-01-18 15:25:36,T00569,DOZ001,OP006,OVERLOAD,ATTENTION,69.0,90.0,Observed load exceeded the normal operating threshold,Reduce load and reassess the current lift/load condition
A00338,2026-01-20 09:19:33,T00478,EXC002,OP004,RAPID_CONTROL_CORRECTIONS,ACTION,5.43,2.37,Control corrections increased above operator baseline,Pause if safe and stabilize machine control inputs
A00339,2026-01-19 16:38:09,T00735,EXC002,OP002,UNEXPECTED_MOVEMENT,ATTENTION,1.68,0.0,Machine movement occurred during a non-moving task state,Stop movement and verify the intended machine state
A00340,2026-01-29 14:40:56,T00542,EXC002,OP003,SLOW_REACTION,ATTENTION,485.0,386.695,Reaction time was elevated relative to operator baseline,Pause at a safe stationary point and review operator workload
A00341,2026-01-19 07:17:29,T00938,EXC002,OP006,SLOW_REACTION,ACTION,449.8,433.957,Reaction time was elevated relative to operator baseline,Pause at a safe stationary point and review operator workload
A00342,2026-01-18 15:26:10,T00116,DOZ001,OP006,HIGH_FUEL_PER_CYCLE,ACTION,9.873,0.12,Fuel consumed per cycle was above task baseline,Check loading technique and avoid unnecessary high-load cycles
A00343,2026-01-09 10:34:23,T00895,EXC001,OP007,BELT_VIOLATION,ACTION,1.0,1.0,Seatbelt disengaged during machine movement,Stop movement and secure the seatbelt
A00344,2026-01-05 15:05:57,T00273,DOZ001,OP008,HIGH_FUEL_PER_CYCLE,ATTENTION,4.07,0.12,Fuel consumed per cycle was above task baseline,Check loading technique and avoid unnecessary high-load cycles
A00345,2026-01-09 07:21:26,T00381,EXC002,OP003,UNEXPECTED_MOVEMENT,ATTENTION,0.01,0.0,Machine movement occurred during a non-moving task state,Stop movement and verify the intended machine state
A00346,2026-01-09 07:14:18,T00141,EXC002,OP007,OVERLOAD,ATTENTION,65.68,90.0,Observed load exceeded the normal operating threshold,Reduce load and reassess the current lift/load condition
A00347,2026-01-20 09:36:57,T00500,DOZ001,OP005,ABNORMAL_CYCLE_TIME,ATTENTION,46.52,48.55,Recent cycle time deviated materially from task baseline,Check task conditions and compare recent cycles with baseline
A00348,2026-01-12 14:49:08,T00222,EXC002,OP001,HIGH_FUEL_PER_CYCLE,ACTION,10.535,0.12,Fuel consumed per cycle was above task baseline,Check loading technique and avoid unnecessary high-load cycles
A00349,2026-01-12 16:16:00,T00663,EXC002,OP003,PROXIMITY_APPROACH,ACTION,13.35,20.0,Person entered a closer-than-normal operating zone,Pause the relevant movement and confirm personnel clearance
A00350,2026-01-29 15:31:34,T00188,EXC001,OP006,RAPID_CONTROL_CORRECTIONS,ATTENTION,3.7,3.319,Control corrections increased above operator baseline,Pause if safe and stabilize machine control inputs
A00351,2026-01-12 10:40:51,T00950,EXC002,OP005,SLOW_REACTION,ACTION,535.6,416.965,Reaction time was elevated relative to operator baseline,Pause at a safe stationary point and review operator workload
A00352,2026-01-05 17:35:17,T00860,LOD001,OP002,UNSTABLE_GROUND,ACTION,0.877,0.6,Ground/slope conditions reduced the stability index,Stop the high-risk movement and reassess ground/stability conditions
A00353,2026-01-19 11:06:30,T00435,DOZ001,OP008,EXCESS_IDLE,ACTION,5.05,5.594,Idle duration exceeded operator baseline while task was active,Stand by safely and resume when the work zone is clear
A00354,2026-01-04 15:29:33,T00861,EXC001,OP002,PROXIMITY_APPROACH,ATTENTION,9.74,20.0,Person entered a closer-than-normal operating zone,Pause the relevant movement and confirm personnel clearance
A00355,2026-01-19 10:53:01,T00462,LOD001,OP005,BELT_VIOLATION,ACTION,1.0,1.0,Seatbelt disengaged during machine movement,Stop movement and secure the seatbelt
A00356,2026-01-08 13:29:34,T00003,EXC001,OP007,BELT_VIOLATION,ACTION,1.0,1.0,Seatbelt disengaged during machine movement,Stop movement and secure the seatbelt
A00357,2026-01-13 10:07:01,T00941,EXC002,OP002,RAPID_CONTROL_CORRECTIONS,ACTION,4.51,3.751,Control corrections increased above operator baseline,Pause if safe and stabilize machine control inputs
A00358,2026-01-26 13:36:53,T00243,EXC001,OP006,UNEXPECTED_MOVEMENT,CRITICAL,1.24,0.0,Machine movement occurred during a non-moving task state,Stop movement and verify the intended machine state
A00359,2026-01-10 10:42:29,T00931,LOD001,OP007,HARSH_SWING,ACTION,17.5,110.0,Swing activity was unusually abrupt for the current task,Reduce swing speed and confirm the swing zone is clear
A00360,2026-01-01 07:38:19,T00002,EXC002,OP001,RAPID_CONTROL_CORRECTIONS,ATTENTION,4.29,2.69,Control corrections increased above operator baseline,Pause if safe and stabilize machine control inputs
A00361,2026-01-14 07:12:16,T00477,EXC002,OP003,UNEXPECTED_MOVEMENT,ATTENTION,2.06,0.0,Machine movement occurred during a non-moving task state,Stop movement and verify the intended machine state
A00362,2026-01-28 08:12:21,T00677,EXC001,OP004,ABNORMAL_CYCLE_TIME,ATTENTION,86.75,92.86,Recent cycle time deviated materially from task baseline,Check task conditions and compare recent cycles with baseline
A00363,2026-01-13 13:15:21,T00331,EXC002,OP006,EXCESS_IDLE,ACTION,3.13,2.217,Idle duration exceeded operator baseline while task was active,Stand by safely and resume when the work zone is clear
A00364,2026-01-27 13:06:40,T00068,DOZ001,OP004,EXCESS_IDLE,ACTION,7.21,5.836,Idle duration exceeded operator baseline while task was active,Stand by safely and resume when the work zone is clear
A00365,2026-01-24 16:11:47,T00174,EXC002,OP006,PROXIMITY_APPROACH,ATTENTION,10.94,20.0,Person entered a closer-than-normal operating zone,Pause the relevant movement and confirm personnel clearance
A00366,2026-01-16 07:14:23,T00754,LOD001,OP005,UNSTABLE_GROUND,ACTION,0.899,0.6,Ground/slope conditions reduced the stability index,Stop the high-risk movement and reassess ground/stability conditions
A00367,2026-01-11 10:39:28,T00357,EXC002,OP005,PROXIMITY_APPROACH,ACTION,28.25,20.0,Person entered a closer-than-normal operating zone,Pause the relevant movement and confirm personnel clearance
A00368,2026-01-14 10:42:05,T00319,EXC002,OP005,BELT_VIOLATION,CRITICAL,1.0,1.0,Seatbelt disengaged during machine movement,Stop movement and secure the seatbelt
A00369,2026-01-19 11:30:31,T00435,DOZ001,OP008,HARSH_SWING,ATTENTION,19.5,110.0,Swing activity was unusually abrupt for the current task,Reduce swing speed and confirm the swing zone is clear
A00370,2026-01-05 09:51:00,T00135,EXC002,OP002,RAPID_CONTROL_CORRECTIONS,ACTION,6.82,3.751,Control corrections increased above operator baseline,Pause if safe and stabilize machine control inputs
A00371,2026-01-22 09:45:24,T00554,EXC002,OP002,OVERLOAD,ACTION,74.56,90.0,Observed load exceeded the normal operating threshold,Reduce load and reassess the current lift/load condition
A00372,2026-01-08 15:32:46,T00535,EXC001,OP003,RAPID_CONTROL_CORRECTIONS,ACTION,5.37,2.774,Control corrections increased above operator baseline,Pause if safe and stabilize machine control inputs
A00373,2026-01-19 13:45:25,T00748,LOD001,OP001,SLOW_REACTION,ATTENTION,563.1,420.059,Reaction time was elevated relative to operator baseline,Pause at a safe stationary point and review operator workload
A00374,2026-01-16 06:29:16,T00118,DOZ001,OP003,HIGH_ENGINE_IDLE,ATTENTION,2.13,5.841,Engine remained active while machine was stationary,Use safe standby when continued engine operation is not required
A00375,2026-01-01 17:09:02,T00491,DOZ001,OP001,ABNORMAL_CYCLE_TIME,CRITICAL,55.45,52.33,Recent cycle time deviated materially from task baseline,Check task conditions and compare recent cycles with baseline
A00376,2026-01-14 11:44:03,T00787,EXC001,OP004,SLOW_REACTION,ATTENTION,478.6,470.663,Reaction time was elevated relative to operator baseline,Pause at a safe stationary point and review operator workload
A00377,2026-01-13 12:24:34,T00505,DOZ001,OP005,HARSH_SWING,CRITICAL,16.2,110.0,Swing activity was unusually abrupt for the current task,Reduce swing speed and confirm the swing zone is clear
A00378,2026-01-01 13:55:50,T00466,EXC002,OP001,PROXIMITY_APPROACH,ACTION,24.36,20.0,Person entered a closer-than-normal operating zone,Pause the relevant movement and confirm personnel clearance
A00379,2026-01-05 14:44:20,T00978,DOZ001,OP004,HARSH_SWING,ATTENTION,7.0,110.0,Swing activity was unusually abrupt for the current task,Reduce swing speed and confirm the swing zone is clear
A00380,2026-01-19 06:32:02,T00936,EXC002,OP004,RAPID_CONTROL_CORRECTIONS,ATTENTION,1.77,2.37,Control corrections increased above operator baseline,Pause if safe and stabilize machine control inputs
A00381,2026-01-20 10:17:54,T00592,EXC002,OP006,RAPID_CONTROL_CORRECTIONS,ACTION,4.02,3.319,Control corrections increased above operator baseline,Pause if safe and stabilize machine control inputs
A00382,2026-01-26 14:19:01,T00063,EXC002,OP003,RAPID_CONTROL_CORRECTIONS,ATTENTION,2.98,2.774,Control corrections increased above operator baseline,Pause if safe and stabilize machine control inputs
A00383,2026-01-13 17:21:39,T00441,LOD001,OP005,RAPID_CONTROL_CORRECTIONS,ACTION,4.35,4.673,Control corrections increased above operator baseline,Pause if safe and stabilize machine control inputs
A00384,2026-01-09 15:57:03,T00945,DOZ001,OP008,PROXIMITY_APPROACH,CRITICAL,17.02,20.0,Person entered a closer-than-normal operating zone,Pause the relevant movement and confirm personnel clearance
A00385,2026-01-11 08:04:43,T00678,DOZ001,OP003,HIGH_ENGINE_IDLE,ATTENTION,10.46,5.841,Engine remained active while machine was stationary,Use safe standby when continued engine operation is not required
A00386,2026-01-11 14:09:21,T00887,DOZ001,OP004,HARSH_SWING,ACTION,13.0,110.0,Swing activity was unusually abrupt for the current task,Reduce swing speed and confirm the swing zone is clear
A00387,2026-01-02 08:00:47,T00358,DOZ001,OP001,EXCESS_IDLE,ACTION,3.94,5.826,Idle duration exceeded operator baseline while task was active,Stand by safely and resume when the work zone is clear
A00388,2026-01-30 11:50:38,T00261,EXC002,OP002,HARSH_SWING,ACTION,29.8,110.0,Swing activity was unusually abrupt for the current task,Reduce swing speed and confirm the swing zone is clear
A00389,2026-01-05 13:49:52,T00072,EXC001,OP007,HIGH_FUEL_PER_CYCLE,CRITICAL,4.154,0.12,Fuel consumed per cycle was above task baseline,Check loading technique and avoid unnecessary high-load cycles
A00390,2026-01-11 07:57:43,T00386,DOZ001,OP005,ABNORMAL_CYCLE_TIME,CRITICAL,74.91,70.72,Recent cycle time deviated materially from task baseline,Check task conditions and compare recent cycles with baseline
A00391,2026-01-30 12:00:38,T00261,EXC002,OP002,OVERLOAD,ACTION,75.36,90.0,Observed load exceeded the normal operating threshold,Reduce load and reassess the current lift/load condition
A00392,2026-01-16 09:30:24,T00715,LOD001,OP002,SLOW_REACTION,ATTENTION,507.8,456.101,Reaction time was elevated relative to operator baseline,Pause at a safe stationary point and review operator workload
A00393,2026-01-02 16:42:16,T00759,EXC001,OP006,PROXIMITY_APPROACH,ACTION,12.71,20.0,Person entered a closer-than-normal operating zone,Pause the relevant movement and confirm personnel clearance
A00394,2026-01-15 07:51:40,T00234,EXC002,OP004,SLOW_REACTION,ACTION,555.0,470.663,Reaction time was elevated relative to operator baseline,Pause at a safe stationary point and review operator workload
A00395,2026-01-18 18:18:56,T00734,DOZ001,OP006,ABNORMAL_CYCLE_TIME,CRITICAL,47.04,50.14,Recent cycle time deviated materially from task baseline,Check task conditions and compare recent cycles with baseline
A00396,2026-01-16 14:55:51,T00613,EXC002,OP005,PROXIMITY_APPROACH,CRITICAL,15.62,20.0,Person entered a closer-than-normal operating zone,Pause the relevant movement and confirm personnel clearance
A00397,2026-01-26 08:29:45,T00205,DOZ001,OP003,SLOW_REACTION,ACTION,492.6,386.695,Reaction time was elevated relative to operator baseline,Pause at a safe stationary point and review operator workload
A00398,2026-01-24 12:13:17,T00445,DOZ001,OP005,UNEXPECTED_MOVEMENT,CRITICAL,2.45,0.0,Machine movement occurred during a non-moving task state,Stop movement and verify the intended machine state
A00399,2026-01-29 15:15:39,T00615,LOD001,OP007,HIGH_FUEL_PER_CYCLE,ACTION,5.223,0.12,Fuel consumed per cycle was above task baseline,Check loading technique and avoid unnecessary high-load cycles
A00400,2026-01-13 07:37:20,T00364,DOZ001,OP004,ABNORMAL_CYCLE_TIME,ACTION,51.73,57.98,Recent cycle time deviated materially from task baseline,Check task conditions and compare recent cycles with baseline
A00401,2026-01-02 10:33:52,T00044,EXC002,OP003,HARSH_SWING,ACTION,121.9,110.0,Swing activity was unusually abrupt for the current task,Reduce swing speed and confirm the swing zone is clear
A00402,2026-01-23 10:24:19,T00325,EXC001,OP008,EXCESS_IDLE,ATTENTION,11.23,5.594,Idle duration exceeded operator baseline while task was active,Stand by safely and resume when the work zone is clear
A00403,2026-01-01 06:11:05,T00480,DOZ001,OP004,PROXIMITY_APPROACH,ATTENTION,26.97,20.0,Person entered a closer-than-normal operating zone,Pause the relevant movement and confirm personnel clearance
A00404,2026-01-07 16:10:26,T00520,LOD001,OP005,HIGH_FUEL_PER_CYCLE,ACTION,5.432,0.12,Fuel consumed per cycle was above task baseline,Check loading technique and avoid unnecessary high-load cycles
A00405,2026-01-18 13:50:29,T00508,LOD001,OP006,UNEXPECTED_MOVEMENT,ACTION,3.22,0.0,Machine movement occurred during a non-moving task state,Stop movement and verify the intended machine state
A00406,2026-01-28 17:01:46,T00369,EXC002,OP001,ABNORMAL_CYCLE_TIME,ATTENTION,86.96,84.14,Recent cycle time deviated materially from task baseline,Check task conditions and compare recent cycles with baseline
A00407,2026-01-01 12:28:53,T00359,EXC002,OP008,PROXIMITY_APPROACH,ATTENTION,18.91,20.0,Person entered a closer-than-normal operating zone,Pause the relevant movement and confirm personnel clearance
A00408,2026-01-01 09:30:44,T00956,EXC001,OP003,HARSH_SWING,CRITICAL,93.4,110.0,Swing activity was unusually abrupt for the current task,Reduce swing speed and confirm the swing zone is clear
A00409,2026-01-25 17:00:47,T00015,EXC001,OP005,UNSTABLE_GROUND,ATTENTION,0.806,0.6,Ground/slope conditions reduced the stability index,Stop the high-risk movement and reassess ground/stability conditions
A00410,2026-01-23 10:56:02,T00448,DOZ001,OP006,ABNORMAL_CYCLE_TIME,ACTION,55.11,59.94,Recent cycle time deviated materially from task baseline,Check task conditions and compare recent cycles with baseline
A00411,2026-01-25 09:02:39,T00932,EXC002,OP008,HIGH_FUEL_PER_CYCLE,ATTENTION,11.707,0.12,Fuel consumed per cycle was above task baseline,Check loading technique and avoid unnecessary high-load cycles
A00412,2026-01-24 12:30:29,T00133,EXC002,OP006,ABNORMAL_CYCLE_TIME,CRITICAL,39.08,36.76,Recent cycle time deviated materially from task baseline,Check task conditions and compare recent cycles with baseline
A00413,2026-01-03 16:25:19,T00099,LOD001,OP008,ABNORMAL_CYCLE_TIME,ATTENTION,58.01,60.0,Recent cycle time deviated materially from task baseline,Check task conditions and compare recent cycles with baseline
A00414,2026-01-23 09:29:10,T00397,LOD001,OP002,PROXIMITY_APPROACH,ACTION,26.5,20.0,Person entered a closer-than-normal operating zone,Pause the relevant movement and confirm personnel clearance
A00415,2026-01-16 08:01:40,T00362,EXC001,OP004,EXCESS_IDLE,CRITICAL,7.08,5.836,Idle duration exceeded operator baseline while task was active,Stand by safely and resume when the work zone is clear
A00416,2026-01-07 08:48:06,T00198,EXC001,OP005,SLOW_REACTION,ATTENTION,456.4,416.965,Reaction time was elevated relative to operator baseline,Pause at a safe stationary point and review operator workload
A00417,2026-01-09 06:44:06,T00141,EXC002,OP007,HARSH_SWING,ACTION,59.5,110.0,Swing activity was unusually abrupt for the current task,Reduce swing speed and confirm the swing zone is clear
A00418,2026-01-28 08:57:35,T00484,EXC001,OP001,HIGH_FUEL_PER_CYCLE,CRITICAL,3.353,0.12,Fuel consumed per cycle was above task baseline,Check loading technique and avoid unnecessary high-load cycles
A00419,2026-01-21 10:10:57,T00361,EXC001,OP007,BELT_VIOLATION,CRITICAL,1.0,1.0,Seatbelt disengaged during machine movement,Stop movement and secure the seatbelt
A00420,2026-01-02 10:20:58,T00523,LOD001,OP008,RAPID_CONTROL_CORRECTIONS,ATTENTION,3.56,2.36,Control corrections increased above operator baseline,Pause if safe and stabilize machine control inputs
A00421,2026-01-29 10:48:45,T00817,EXC002,OP006,RAPID_CONTROL_CORRECTIONS,ATTENTION,4.26,3.319,Control corrections increased above operator baseline,Pause if safe and stabilize machine control inputs
A00422,2026-01-28 07:53:53,T00028,LOD001,OP004,PROXIMITY_APPROACH,ACTION,14.65,20.0,Person entered a closer-than-normal operating zone,Pause the relevant movement and confirm personnel clearance
A00423,2026-01-08 16:38:16,T00131,LOD001,OP006,RAPID_CONTROL_CORRECTIONS,ACTION,4.14,3.319,Control corrections increased above operator baseline,Pause if safe and stabilize machine control inputs
A00424,2026-01-29 10:58:12,T00239,EXC002,OP003,PROXIMITY_APPROACH,CRITICAL,26.76,20.0,Person entered a closer-than-normal operating zone,Pause the relevant movement and confirm personnel clearance
A00425,2026-01-24 08:41:37,T00632,EXC002,OP006,HARSH_SWING,ATTENTION,115.4,110.0,Swing activity was unusually abrupt for the current task,Reduce swing speed and confirm the swing zone is clear
A00426,2026-01-02 11:10:19,T00848,EXC002,OP003,EXCESS_IDLE,ATTENTION,10.05,5.841,Idle duration exceeded operator baseline while task was active,Stand by safely and resume when the work zone is clear
A00427,2026-01-23 07:56:39,T00846,DOZ001,OP008,HARSH_SWING,ATTENTION,5.8,110.0,Swing activity was unusually abrupt for the current task,Reduce swing speed and confirm the swing zone is clear
A00428,2026-01-11 17:16:44,T00224,DOZ001,OP003,HARSH_SWING,ATTENTION,6.6,110.0,Swing activity was unusually abrupt for the current task,Reduce swing speed and confirm the swing zone is clear
A00429,2026-01-19 13:45:09,T00747,EXC002,OP001,OVERLOAD,ACTION,70.85,90.0,Observed load exceeded the normal operating threshold,Reduce load and reassess the current lift/load condition
A00430,2026-01-30 07:18:14,T00440,EXC001,OP002,SLOW_REACTION,ACTION,634.7,456.101,Reaction time was elevated relative to operator baseline,Pause at a safe stationary point and review operator workload
A00431,2026-01-13 13:15:21,T00331,EXC002,OP006,RAPID_CONTROL_CORRECTIONS,ACTION,5.5,3.319,Control corrections increased above operator baseline,Pause if safe and stabilize machine control inputs
A00432,2026-01-30 15:38:46,T00859,EXC001,OP002,UNSTABLE_GROUND,ATTENTION,0.792,0.6,Ground/slope conditions reduced the stability index,Stop the high-risk movement and reassess ground/stability conditions
A00433,2026-01-13 10:12:35,T00274,DOZ001,OP001,UNEXPECTED_MOVEMENT,ACTION,3.55,0.0,Machine movement occurred during a non-moving task state,Stop movement and verify the intended machine state
A00434,2026-01-25 16:32:32,T00207,DOZ001,OP001,PROXIMITY_APPROACH,CRITICAL,35.57,20.0,Person entered a closer-than-normal operating zone,Pause the relevant movement and confirm personnel clearance
A00435,2026-01-29 16:44:09,T00910,EXC002,OP006,RAPID_CONTROL_CORRECTIONS,ATTENTION,4.24,3.319,Control corrections increased above operator baseline,Pause if safe and stabilize machine control inputs
A00436,2026-01-24 18:46:23,T00959,EXC001,OP003,SLOW_REACTION,ACTION,460.9,386.695,Reaction time was elevated relative to operator baseline,Pause at a safe stationary point and review operator workload
A00437,2026-01-10 13:25:27,T00702,EXC002,OP002,PROXIMITY_APPROACH,ACTION,37.71,20.0,Person entered a closer-than-normal operating zone,Pause the relevant movement and confirm personnel clearance
A00438,2026-01-14 13:31:03,T00853,EXC001,OP002,SLOW_REACTION,ACTION,536.3,456.101,Reaction time was elevated relative to operator baseline,Pause at a safe stationary point and review operator workload
A00439,2026-01-14 13:45:39,T00475,EXC001,OP002,BELT_VIOLATION,ATTENTION,1.0,1.0,Seatbelt disengaged during machine movement,Stop movement and secure the seatbelt
A00440,2026-01-05 16:41:47,T00537,DOZ001,OP006,ABNORMAL_CYCLE_TIME,ACTION,58.8,62.51,Recent cycle time deviated materially from task baseline,Check task conditions and compare recent cycles with baseline
A00441,2026-01-12 16:20:19,T00663,EXC002,OP003,EXCESS_IDLE,ACTION,6.14,5.841,Idle duration exceeded operator baseline while task was active,Stand by safely and resume when the work zone is clear
A00442,2026-01-09 08:43:45,T00004,EXC002,OP006,OVERLOAD,CRITICAL,66.6,90.0,Observed load exceeded the normal operating threshold,Reduce load and reassess the current lift/load condition
A00443,2026-01-19 16:03:54,T00184,EXC002,OP002,SLOW_REACTION,CRITICAL,488.7,456.101,Reaction time was elevated relative to operator baseline,Pause at a safe stationary point and review operator workload
A00444,2026-01-02 09:56:09,T00181,LOD001,OP003,RAPID_CONTROL_CORRECTIONS,ATTENTION,4.58,2.774,Control corrections increased above operator baseline,Pause if safe and stabilize machine control inputs
