task_id,task_type,machine_id,machine_type,operator_id,scheduled_start,scheduled_end,start_time,end_time,actual_duration_min,planned_quantity,quantity_done,progress_pct,cycle_time_sec,cycles_completed,ground_softness,rain,slope_deg,avg_load_pct,is_night,idle_min,fuel_used_l
T00232,DIG,EXC001,EXCAVATOR,OP008,2026-01-14 13:45:00,2026-01-14 15:00:00,2026-01-14 13:37:59,2026-01-14 13:58:37,20.63,288,288,100.0,30.53,31,0.132,0,0.0,78.29,0,4.85,106.92
T00233,LIFT,EXC002,EXCAVATOR,OP006,2026-01-24 11:45:00,2026-01-24 13:25:00,2026-01-24 11:42:45,2026-01-24 11:58:13,15.47,53,40,75.5,79.84,7,0.496,0,2.12,70.44,0,6.6,77.33
T00234,DIG,EXC002,EXCAVATOR,OP004,2026-01-15 07:30:00,2026-01-15 08:45:00,2026-01-15 07:33:12,2026-01-15 08:14:46,41.57,540,540,100.0,34.84,59,0.206,0,5.77,58.18,0,7.31,213.68
T00235,DIG,EXC001,EXCAVATOR,OP005,2026-01-13 15:45:00,2026-01-13 17:00:00,2026-01-13 15:35:35,2026-01-13 16:06:14,30.65,334,150,44.9,32.92,37,0.238,0,5.13,79.59,0,12.62,141.48
T00236,LIFT,EXC002,EXCAVATOR,OP006,2026-01-07 08:45:00,2026-01-07 10:25:00,2026-01-07 08:49:14,2026-01-07 09:23:01,33.79,151,143,94.7,85.34,20,0.69,0,3.44,72.5,0,6.01,237.68
T00237,LOAD,LOD001,LOADER,OP001,2026-01-03 12:45:00,2026-01-03 14:05:00,2026-01-03 12:48:17,2026-01-03 13:09:28,21.19,101,101,100.0,39.67,11,0.262,0,6.44,74.02,0,13.91,58.58
T00238,LOAD,LOD001,LOADER,OP001,2026-01-10 13:45:00,2026-01-10 15:05:00,2026-01-10 13:43:51,2026-01-10 13:57:55,14.06,113,107,94.7,41.93,13,0.232,0,3.98,75.1,0,5.79,69.57
T00239,DIG,EXC002,EXCAVATOR,OP003,2026-01-29 10:30:00,2026-01-29 11:45:00,2026-01-29 10:34:20,2026-01-29 11:12:32,38.21,492,492,100.0,32.64,55,0.262,0,1.2,81.47,0,8.29,202.07
T00240,GRADE,DOZ001,DOZER,OP004,2026-01-12 14:30:00,2026-01-12 16:30:00,2026-01-12 14:42:35,2026-01-12 15:13:23,30.8,300,300,100.0,50.98,31,0.105,0,3.58,56.62,0,4.46,151.6
T00241,GRADE,DOZ001,DOZER,OP002,2026-01-05 07:45:00,2026-01-05 09:45:00,2026-01-05 07:45:22,2026-01-05 09:30:05,104.71,914,686,75.1,59.12,110,0.619,0,3.08,54.06,0,9.84,612.91
T00242,LOAD,LOD001,LOADER,OP003,2026-01-07 15:45:00,2026-01-07 17:05:00,2026-01-07 15:37:26,2026-01-07 15:57:28,20.03,168,168,100.0,36.46,18,0.149,0,4.62,76.43,0,9.09,83.83
T00243,DIG,EXC001,EXCAVATOR,OP006,2026-01-26 13:45:00,2026-01-26 15:00:00,2026-01-26 13:36:53,2026-01-26 14:03:47,26.91,232,209,90.1,39.54,28,0.486,1,5.82,48.15,0,9.04,102.57
T00244,LIFT,EXC002,EXCAVATOR,OP006,2026-01-06 12:30:00,2026-01-06 14:10:00,2026-01-06 12:28:50,2026-01-06 12:50:10,21.34,106,101,95.3,87.53,14,0.781,0,2.8,80.56,0,3.52,158.23
T00245,GRADE,DOZ001,DOZER,OP008,2026-01-27 06:30:00,2026-01-27 08:30:00,2026-01-27 06:41:40,2026-01-27 08:07:50,86.16,828,745,90.0,54.26,89,0.213,0,1.31,56.87,1,4.44,473.62
T00246,GRADE,DOZ001,DOZER,OP001,2026-01-20 13:30:00,2026-01-20 15:30:00,2026-01-20 13:11:34,2026-01-20 14:18:50,67.26,616,524,85.1,55.16,65,0.173,0,1.15,68.94,0,7.24,378.27
T00247,GRADE,DOZ001,DOZER,OP007,2026-01-05 16:15:00,2026-01-05 18:15:00,2026-01-05 16:06:18,2026-01-05 16:33:51,27.55,214,193,90.2,58.08,22,0.043,0,5.09,69.28,0,5.1,135.92
T00248,DIG,EXC001,EXCAVATOR,OP001,2026-01-15 11:45:00,2026-01-15 13:00:00,2026-01-15 11:24:21,2026-01-15 11:54:11,29.83,235,235,100.0,35.67,27,0.47,0,7.02,72.51,0,13.78,118.29
T00249,LIFT,EXC002,EXCAVATOR,OP008,2026-01-28 17:00:00,2026-01-28 18:40:00,2026-01-28 16:34:37,2026-01-28 17:03:43,29.1,55,52,94.5,116.0,7,0.853,1,6.52,67.92,0,14.81,110.31
T00250,LOAD,LOD001,LOADER,OP007,2026-01-11 08:45:00,2026-01-11 10:05:00,2026-01-11 08:47:12,2026-01-11 09:11:20,24.12,176,176,100.0,42.47,19,0.358,1,4.71,69.27,0,10.67,97.19
T00251,LOAD,LOD001,LOADER,OP008,2026-01-07 09:30:00,2026-01-07 10:50:00,2026-01-07 09:07:42,2026-01-07 09:33:06,25.41,182,182,100.0,44.78,22,0.577,0,4.5,78.28,0,8.99,127.33
T00252,LOAD,LOD001,LOADER,OP004,2026-01-23 17:45:00,2026-01-23 19:05:00,2026-01-23 17:58:58,2026-01-23 18:19:32,20.57,121,115,95.0,42.42,14,0.386,0,4.18,74.53,0,10.15,82.42
T00253,LOAD,LOD001,LOADER,OP002,2026-01-19 16:45:00,2026-01-19 18:05:00,2026-01-19 17:01:15,2026-01-19 17:20:49,19.56,141,106,75.2,36.25,15,0.209,0,3.44,74.31,0,9.82,68.04
T00254,LIFT,EXC002,EXCAVATOR,OP001,2026-01-10 17:00:00,2026-01-10 18:40:00,2026-01-10 16:59:37,2026-01-10 17:19:21,19.73,108,59,54.6,77.53,13,0.489,0,4.78,67.58,0,4.13,128.76
T00255,LOAD,LOD001,LOADER,OP004,2026-01-07 14:30:00,2026-01-07 15:50:00,2026-01-07 14:17:41,2026-01-07 14:42:42,25.02,183,156,85.2,42.19,21,0.246,0,5.45,88.76,0,10.09,120.77
T00256,LIFT,EXC001,EXCAVATOR,OP004,2026-01-08 06:15:00,2026-01-08 07:55:00,2026-01-08 06:14:21,2026-01-08 06:40:26,26.09,79,79,100.0,94.47,10,0.375,0,6.59,90.39,1,10.34,142.12
T00257,GRADE,DOZ001,DOZER,OP008,2026-01-04 16:15:00,2026-01-04 18:15:00,2026-01-04 16:25:01,2026-01-04 17:00:14,35.23,160,72,45.0,68.42,19,0.415,1,4.74,44.51,0,14.29,117.57
T00258,LIFT,EXC002,EXCAVATOR,OP008,2026-01-16 16:15:00,2026-01-16 17:55:00,2026-01-16 16:23:28,2026-01-16 16:55:50,32.37,93,93,100.0,107.49,12,0.687,0,2.25,89.66,0,10.88,182.46
T00259,DIG,EXC001,EXCAVATOR,OP004,2026-01-18 17:00:00,2026-01-18 18:15:00,2026-01-18 16:58:21,2026-01-18 17:25:33,27.2,259,259,100.0,40.22,30,0.329,0,4.06,80.24,0,7.09,143.58
T00260,LIFT,EXC001,EXCAVATOR,OP007,2026-01-26 13:15:00,2026-01-26 14:55:00,2026-01-26 13:12:26,2026-01-26 13:28:13,15.79,94,61,64.9,82.32,11,0.278,0,3.99,71.06,0,2.39,116.63
T00261,DIG,EXC002,EXCAVATOR,OP002,2026-01-30 11:30:00,2026-01-30 12:45:00,2026-01-30 11:25:39,2026-01-30 12:35:37,69.96,545,245,45.0,50.0,67,0.765,1,9.97,69.73,0,17.02,356.32
T00262,GRADE,DOZ001,DOZER,OP008,2026-01-09 09:00:00,2026-01-09 11:00:00,2026-01-09 09:10:20,2026-01-09 11:14:29,124.15,827,827,100.0,67.72,98,0.34,1,7.29,62.55,0,13.55,697.25
T00263,GRADE,DOZ001,DOZER,OP003,2026-01-01 17:30:00,2026-01-01 19:30:00,2026-01-01 17:35:12,2026-01-01 19:10:49,95.62,754,679,90.1,61.91,87,0.448,0,3.27,52.44,0,8.27,529.77
T00264,LIFT,EXC001,EXCAVATOR,OP007,2026-01-27 12:30:00,2026-01-27 14:10:00,2026-01-27 12:22:55,2026-01-27 12:34:40,11.76,42,42,100.0,77.51,5,0.152,0,5.72,50.68,0,5.3,52.35
T00265,DIG,EXC001,EXCAVATOR,OP003,2026-01-16 11:15:00,2026-01-16 12:30:00,2026-01-16 11:20:01,2026-01-16 11:35:49,15.8,86,86,100.0,36.67,10,0.425,1,2.17,65.66,0,9.69,43.8
T00266,LIFT,EXC002,EXCAVATOR,OP005,2026-01-11 10:00:00,2026-01-11 11:40:00,2026-01-11 10:13:14,2026-01-11 10:34:59,21.75,86,77,89.5,78.63,10,0.051,0,7.98,81.74,0,10.44,115.81
T00267,LIFT,EXC001,EXCAVATOR,OP002,2026-01-15 10:15:00,2026-01-15 11:55:00,2026-01-15 09:59:56,2026-01-15 10:27:56,28.0,123,105,85.4,84.82,16,0.589,0,2.78,82.95,0,7.92,188.19
T00268,LOAD,LOD001,LOADER,OP005,2026-01-12 15:15:00,2026-01-12 16:35:00,2026-01-12 15:21:33,2026-01-12 15:41:38,20.08,96,43,44.8,39.68,12,0.372,0,3.95,73.89,0,11.09,60.98
T00269,GRADE,DOZ001,DOZER,OP008,2026-01-24 15:30:00,2026-01-24 17:30:00,2026-01-24 15:31:34,2026-01-24 17:49:32,137.96,1001,851,85.0,59.11,115,0.53,1,0.76,55.12,0,14.7,659.29
T00270,GRADE,DOZ001,DOZER,OP004,2026-01-22 15:00:00,2026-01-22 17:00:00,2026-01-22 14:43:16,2026-01-22 17:35:32,172.27,1064,1011,95.0,72.88,137,0.571,1,1.38,77.7,0,16.26,1087.15
T00271,LOAD,LOD001,LOADER,OP002,2026-01-02 14:15:00,2026-01-02 15:35:00,2026-01-02 14:15:36,2026-01-02 14:38:20,22.73,186,177,95.2,36.4,21,0.195,0,3.0,80.16,0,9.18,99.91
T00272,LIFT,EXC002,EXCAVATOR,OP008,2026-01-04 16:15:00,2026-01-04 17:55:00,2026-01-04 16:16:54,2026-01-04 17:02:06,45.19,145,145,100.0,98.23,17,0.611,1,7.92,67.23,0,17.35,227.13
T00273,GRADE,DOZ001,DOZER,OP008,2026-01-05 14:45:00,2026-01-05 16:45:00,2026-01-05 14:32:23,2026-01-05 16:03:30,91.13,1085,976,90.0,46.83,112,0.168,0,0.0,50.34,0,5.88,452.95
T00274,GRADE,DOZ001,DOZER,OP001,2026-01-13 10:00:00,2026-01-13 12:00:00,2026-01-13 10:07:53,2026-01-13 11:09:06,61.22,596,536,89.9,51.14,65,0.351,0,0.59,63.39,0,6.22,337.29
T00275,DIG,EXC002,EXCAVATOR,OP006,2026-01-23 07:00:00,2026-01-23 08:15:00,2026-01-23 07:01:28,2026-01-23 07:15:08,13.67,150,68,45.3,33.14,17,0.611,0,4.4,71.47,0,6.06,65.56
T00276,GRADE,DOZ001,DOZER,OP005,2026-01-14 08:15:00,2026-01-14 10:15:00,2026-01-14 08:11:25,2026-01-14 10:19:24,127.98,1010,1010,100.0,58.22,118,0.484,0,6.12,34.89,0,13.47,592.81
T00277,GRADE,DOZ001,DOZER,OP007,2026-01-13 07:15:00,2026-01-13 09:15:00,2026-01-13 07:17:24,2026-01-13 10:02:41,165.29,862,862,100.0,84.0,107,0.616,1,6.81,51.85,0,15.49,820.19
T00278,GRADE,DOZ001,DOZER,OP004,2026-01-27 06:00:00,2026-01-27 08:00:00,2026-01-27 05:48:19,2026-01-27 07:22:05,93.78,761,723,95.0,57.64,77,0.106,0,7.49,66.04,1,12.92,471.59
T00279,GRADE,DOZ001,DOZER,OP004,2026-01-08 13:30:00,2026-01-08 15:30:00,2026-01-08 13:09:41,2026-01-08 14:45:18,95.62,467,467,100.0,84.0,58,0.719,1,5.76,80.5,0,14.42,512.67
T00280,DIG,EXC001,EXCAVATOR,OP007,2026-01-20 06:15:00,2026-01-20 07:30:00,2026-01-20 06:06:45,2026-01-20 06:31:05,24.34,291,291,100.0,40.84,32,0.392,0,1.74,65.16,1,2.56,140.74
T00281,DIG,EXC002,EXCAVATOR,OP001,2026-01-08 17:00:00,2026-01-08 18:15:00,2026-01-08 17:04:26,2026-01-08 17:45:50,41.41,491,466,94.9,31.77,53,0.121,0,6.64,73.96,0,11.02,187.47
T00282,LIFT,EXC001,EXCAVATOR,OP003,2026-01-17 10:15:00,2026-01-17 11:55:00,2026-01-17 10:08:13,2026-01-17 10:31:49,23.61,101,91,90.1,74.02,11,0.26,0,3.68,71.46,0,8.88,114.25
T00283,LOAD,LOD001,LOADER,OP005,2026-01-29 08:15:00,2026-01-29 09:35:00,2026-01-29 08:19:05,2026-01-29 08:39:46,20.69,145,145,100.0,39.94,16,0.376,0,5.52,73.6,0,10.04,81.58
T00284,DIG,EXC001,EXCAVATOR,OP007,2026-01-18 13:00:00,2026-01-18 14:15:00,2026-01-18 13:14:18,2026-01-18 13:56:25,42.12,432,194,44.9,42.52,51,0.419,0,7.38,76.72,0,5.01,244.4
T00285,GRADE,DOZ001,DOZER,OP007,2026-01-14 08:30:00,2026-01-14 10:30:00,2026-01-14 08:33:46,2026-01-14 11:05:11,151.42,920,920,100.0,78.85,106,0.458,1,3.56,84.85,0,12.12,899.09
T00286,GRADE,DOZ001,DOZER,OP004,2026-01-10 17:15:00,2026-01-10 19:15:00,2026-01-10 17:13:18,2026-01-10 19:07:56,114.63,1098,604,55.0,56.86,119,0.301,0,2.9,63.33,0,10.51,713.91
T00287,GRADE,DOZ001,DOZER,OP003,2026-01-13 09:30:00,2026-01-13 11:30:00,2026-01-13 09:28:06,2026-01-13 10:35:22,67.28,566,566,100.0,55.69,66,0.515,0,3.65,59.39,0,6.02,373.7
T00288,DIG,EXC002,EXCAVATOR,OP006,2026-01-03 14:15:00,2026-01-03 15:30:00,2026-01-03 14:36:55,2026-01-03 14:55:45,18.84,132,132,100.0,36.15,18,0.753,0,4.2,51.62,0,7.99,64.87
T00289,DIG,EXC001,EXCAVATOR,OP004,2026-01-26 15:15:00,2026-01-26 16:30:00,2026-01-26 15:20:44,2026-01-26 16:00:50,40.1,570,570,100.0,33.2,61,0.106,0,6.72,66.78,0,6.35,206.36
T00290,LOAD,LOD001,LOADER,OP001,2026-01-07 09:00:00,2026-01-07 10:20:00,2026-01-07 08:54:33,2026-01-07 09:31:26,36.89,231,104,45.0,53.38,29,0.547,1,4.97,59.67,0,15.79,181.58
T00291,GRADE,DOZ001,DOZER,OP004,2026-01-13 09:30:00,2026-01-13 11:30:00,2026-01-13 09:33:27,2026-01-13 10:51:41,78.24,729,729,100.0,55.22,78,0.156,0,5.28,59.78,0,6.46,435.15
T00292,LOAD,LOD001,LOADER,OP005,2026-01-12 14:45:00,2026-01-12 16:05:00,2026-01-12 14:41:23,2026-01-12 15:01:42,20.32,159,159,100.0,31.43,18,0.184,0,2.95,64.18,0,10.89,73.06
T00293,GRADE,DOZ001,DOZER,OP004,2026-01-12 11:45:00,2026-01-12 13:45:00,2026-01-12 11:47:10,2026-01-12 12:20:25,33.25,243,219,90.1,52.85,28,0.236,0,4.08,56.73,0,8.36,142.05
T00294,LIFT,EXC001,EXCAVATOR,OP001,2026-01-09 14:45:00,2026-01-09 16:25:00,2026-01-09 14:18:12,2026-01-09 14:51:23,33.2,95,95,100.0,103.63,12,0.703,1,5.12,74.36,0,12.47,177.86
T00295,LOAD,LOD001,LOADER,OP007,2026-01-19 09:45:00,2026-01-19 11:05:00,2026-01-19 09:40:24,2026-01-19 10:02:19,21.91,180,162,90.0,51.83,22,0.522,0,6.33,80.11,0,3.76,144.8
T00296,LOAD,LOD001,LOADER,OP008,2026-01-24 16:45:00,2026-01-24 18:05:00,2026-01-24 16:50:46,2026-01-24 17:08:22,17.6,157,157,100.0,44.4,18,0.251,0,4.12,85.15,0,4.28,109.2
T00297,LOAD,LOD001,LOADER,OP003,2026-01-24 14:45:00,2026-01-24 16:05:00,2026-01-24 14:59:11,2026-01-24 15:12:48,13.61,87,48,55.2,43.98,10,0.355,0,5.33,61.16,0,7.14,52.67
T00298,DIG,EXC001,EXCAVATOR,OP002,2026-01-27 16:00:00,2026-01-27 17:15:00,2026-01-27 16:13:45,2026-01-27 16:25:50,12.08,86,86,100.0,35.33,10,0.448,0,3.2,62.75,0,6.19,37.83
T00299,LIFT,EXC001,EXCAVATOR,OP003,2026-01-01 09:45:00,2026-01-01 11:25:00,2026-01-01 09:48:50,2026-01-01 10:26:07,37.29,115,115,100.0,95.14,14,0.522,1,3.0,73.36,0,15.09,181.92
T00300,GRADE,DOZ001,DOZER,OP001,2026-01-01 14:45:00,2026-01-01 16:45:00,2026-01-01 15:03:06,2026-01-01 15:50:45,47.64,174,174,100.0,75.9,22,0.607,1,11.26,49.03,0,19.81,166.2
T00301,LOAD,LOD001,LOADER,OP001,2026-01-17 17:45:00,2026-01-17 19:05:00,2026-01-17 17:53:18,2026-01-17 18:20:11,26.88,246,135,54.9,41.54,29,0.522,0,0.0,63.1,0,6.97,140.97
T00302,LIFT,EXC001,EXCAVATOR,OP002,2026-01-17 08:15:00,2026-01-17 09:55:00,2026-01-17 08:08:10,2026-01-17 08:31:56,23.77,69,62,89.9,78.57,8,0.296,0,3.89,77.6,0,14.32,91.05
T00303,LOAD,LOD001,LOADER,OP005,2026-01-26 12:00:00,2026-01-26 13:20:00,2026-01-26 11:58:57,2026-01-26 12:18:39,19.71,135,61,45.2,35.8,15,0.117,0,6.14,64.63,0,12.4,65.65
T00304,GRADE,DOZ001,DOZER,OP004,2026-01-10 16:00:00,2026-01-10 18:00:00,2026-01-10 15:51:21,2026-01-10 16:42:47,51.43,214,214,100.0,80.67,26,0.548,1,7.16,57.37,0,16.47,212.55
T00305,GRADE,DOZ001,DOZER,OP008,2026-01-02 16:00:00,2026-01-02 18:00:00,2026-01-02 16:13:58,2026-01-02 17:23:30,69.53,500,500,100.0,61.2,59,0.475,0,8.0,46.67,0,9.36,348.06
T00306,GRADE,DOZ001,DOZER,OP002,2026-01-29 14:00:00,2026-01-29 16:00:00,2026-01-29 13:37:28,2026-01-29 14:58:18,80.83,620,620,100.0,59.98,70,0.258,0,5.7,65.15,0,10.86,434.48
T00307,GRADE,DOZ001,DOZER,OP001,2026-01-30 07:30:00,2026-01-30 09:30:00,2026-01-30 07:16:11,2026-01-30 07:49:39,33.46,217,217,100.0,57.19,25,0.298,0,4.64,67.69,0,9.63,137.92
T00308,LOAD,LOD001,LOADER,OP004,2026-01-19 08:45:00,2026-01-19 10:05:00,2026-01-19 09:15:01,2026-01-19 09:26:58,11.95,59,59,100.0,46.42,7,0.342,0,4.74,77.06,0,6.53,42.56
T00309,LIFT,EXC002,EXCAVATOR,OP006,2026-01-13 17:15:00,2026-01-13 18:55:00,2026-01-13 16:50:13,2026-01-13 16:59:10,8.96,40,38,95.0,68.86,5,0.048,0,9.89,68.25,0,2.68,47.16
T00310,LOAD,LOD001,LOADER,OP002,2026-01-14 09:00:00,2026-01-14 10:20:00,2026-01-14 09:04:31,2026-01-14 09:29:03,24.53,127,114,89.8,38.18,15,0.334,0,2.97,72.29,0,13.29,82.52
T00311,GRADE,DOZ001,DOZER,OP001,2026-01-21 10:45:00,2026-01-21 12:45:00,2026-01-21 10:44:03,2026-01-21 13:47:45,183.71,1154,1154,100.0,74.12,137,0.733,1,2.5,53.9,0,14.47,937.28
T00312,GRADE,DOZ001,DOZER,OP003,2026-01-22 15:45:00,2026-01-22 17:45:00,2026-01-22 15:41:04,2026-01-22 16:13:06,32.02,325,244,75.1,49.97,35,0.287,0,0.07,76.85,0,4.44,188.22
T00313,LOAD,LOD001,LOADER,OP002,2026-01-03 10:15:00,2026-01-03 11:35:00,2026-01-03 10:17:27,2026-01-03 10:36:50,19.39,137,116,84.7,36.75,16,0.268,0,1.28,43.61,0,10.04,65.05
T00314,LIFT,EXC002,EXCAVATOR,OP006,2026-01-12 07:00:00,2026-01-12 08:40:00,2026-01-12 07:08:31,2026-01-12 07:16:39,8.13,21,9,42.9,83.3,3,0.551,0,1.06,66.6,0,1.55,32.94
T00315,GRADE,DOZ001,DOZER,OP005,2026-01-04 08:00:00,2026-01-04 10:00:00,2026-01-04 07:45:43,2026-01-04 09:02:40,76.95,533,506,94.9,60.43,64,0.498,0,6.6,62.79,0,10.11,376.15
T00316,GRADE,DOZ001,DOZER,OP001,2026-01-03 11:00:00,2026-01-03 13:00:00,2026-01-03 10:55:39,2026-01-03 12:34:49,99.16,814,529,65.0,60.67,96,0.511,0,9.04,59.07,0,10.49,561.65
T00317,DIG,EXC002,EXCAVATOR,OP007,2026-01-13 07:15:00,2026-01-13 08:30:00,2026-01-13 07:01:48,2026-01-13 07:54:50,53.03,613,613,100.0,36.5,68,0.296,1,4.72,68.65,0,11.66,279.49
T00318,GRADE,DOZ001,DOZER,OP003,2026-01-09 10:30:00,2026-01-09 12:30:00,2026-01-09 10:40:38,2026-01-09 13:09:32,148.9,1159,1159,100.0,61.68,138,0.661,0,1.09,66.49,0,7.05,905.47
T00319,LIFT,EXC002,EXCAVATOR,OP005,2026-01-14 10:45:00,2026-01-14 12:25:00,2026-01-14 10:42:05,2026-01-14 10:57:07,15.03,39,39,100.0,76.0,5,0.29,0,2.61,65.06,0,8.7,56.95
T00320,LIFT,EXC002,EXCAVATOR,OP004,2026-01-15 07:15:00,2026-01-15 08:55:00,2026-01-15 07:15:01,2026-01-15 07:36:29,21.47,97,97,100.0,82.82,11,0.127,0,0.0,92.84,0,6.28,133.59
T00321,GRADE,DOZ001,DOZER,OP007,2026-01-26 11:45:00,2026-01-26 13:45:00,2026-01-26 11:16:42,2026-01-26 12:59:23,102.68,835,793,95.0,61.95,93,0.35,0,4.69,32.87,0,9.69,494.19
T00322,LIFT,EXC002,EXCAVATOR,OP006,2026-01-20 17:15:00,2026-01-20 18:55:00,2026-01-20 17:30:08,2026-01-20 17:57:13,27.08,142,142,100.0,80.53,17,0.298,0,5.18,76.86,0,4.27,188.23
T00323,GRADE,DOZ001,DOZER,OP005,2026-01-24 17:45:00,2026-01-24 19:45:00,2026-01-24 17:50:31,2026-01-24 18:44:34,54.05,646,646,100.0,43.96,66,0.069,0,3.67,57.54,0,5.7,279.21
T00324,LOAD,LOD001,LOADER,OP006,2026-01-04 15:15:00,2026-01-04 16:35:00,2026-01-04 15:19:18,2026-01-04 15:36:40,17.36,191,86,45.0,41.71,22,0.299,0,5.36,90.13,0,3.64,119.35
T00325,LIFT,EXC001,EXCAVATOR,OP008,2026-01-23 09:45:00,2026-01-23 11:25:00,2026-01-23 09:53:07,2026-01-23 10:28:47,35.67,94,61,64.9,114.55,13,0.735,0,4.05,85.37,0,12.84,212.44
T00326,DIG,EXC002,EXCAVATOR,OP008,2026-01-05 16:30:00,2026-01-05 17:45:00,2026-01-05 16:31:47,2026-01-05 17:08:15,36.46,327,327,100.0,41.5,43,0.824,0,6.1,70.44,0,6.72,189.71
T00327,LIFT,EXC002,EXCAVATOR,OP007,2026-01-03 13:45:00,2026-01-03 15:25:00,2026-01-03 14:07:16,2026-01-03 14:29:32,22.26,122,116,95.1,79.81,14,0.446,0,3.78,70.62,0,5.28,152.0
T00328,GRADE,DOZ001,DOZER,OP006,2026-01-23 14:00:00,2026-01-23 16:00:00,2026-01-23 14:00:06,2026-01-23 14:53:38,53.54,373,280,75.1,58.4,41,0.339,1,10.89,59.94,0,12.64,240.99
T00329,LOAD,LOD001,LOADER,OP001,2026-01-19 16:45:00,2026-01-19 18:05:00,2026-01-19 16:37:55,2026-01-19 17:01:27,23.54,232,232,100.0,36.12,25,0.057,0,2.12,52.9,0,8.49,108.28
T00330,GRADE,DOZ001,DOZER,OP001,2026-01-04 10:15:00,2026-01-04 12:15:00,2026-01-04 10:17:23,2026-01-04 12:49:50,152.46,1195,1016,85.0,65.03,144,0.685,0,4.59,30.96,0,11.85,814.64
T00331,LIFT,EXC002,EXCAVATOR,OP006,2026-01-13 13:15:00,2026-01-13 14:55:00,2026-01-13 13:01:32,2026-01-13 13:24:35,23.05,108,49,45.4,83.95,13,0.494,0,7.29,73.13,0,5.21,149.89
T00332,GRADE,DOZ001,DOZER,OP005,2026-01-14 07:00:00,2026-01-14 09:00:00,2026-01-14 07:11:40,2026-01-14 08:08:50,57.16,440,440,100.0,54.1,55,0.693,0,1.08,49.93,0,7.57,290.98
T00333,LOAD,LOD001,LOADER,OP004,2026-01-17 13:30:00,2026-01-17 14:50:00,2026-01-17 13:44:28,2026-01-17 14:06:16,21.8,161,161,100.0,42.99,18,0.188,0,2.19,78.83,0,8.9,98.81
T00334,GRADE,DOZ001,DOZER,OP002,2026-01-10 06:00:00,2026-01-10 08:00:00,2026-01-10 06:08:47,2026-01-10 06:46:27,37.67,196,127,64.8,54.03,22,0.265,1,2.59,50.26,1,15.36,113.82
T00335,DIG,EXC001,EXCAVATOR,OP004,2026-01-17 08:15:00,2026-01-17 09:30:00,2026-01-17 07:54:20,2026-01-17 08:25:16,30.93,418,397,95.0,34.71,46,0.348,0,4.78,69.06,0,8.45,174.0
T00336,GRADE,DOZ001,DOZER,OP007,2026-01-21 08:15:00,2026-01-21 10:15:00,2026-01-21 08:33:40,2026-01-21 10:42:35,128.9,1035,1035,100.0,65.76,115,0.255,0,7.4,76.99,0,2.86,813.63
T00337,LIFT,EXC002,EXCAVATOR,OP007,2026-01-13 06:15:00,2026-01-13 07:55:00,2026-01-13 06:15:12,2026-01-13 06:38:19,23.12,72,72,100.0,116.0,9,0.547,0,9.96,86.25,1,5.72,140.4
T00338,DIG,EXC001,EXCAVATOR,OP003,2026-01-12 11:15:00,2026-01-12 12:30:00,2026-01-12 11:18:24,2026-01-12 11:55:36,37.19,548,548,100.0,29.57,58,0.143,0,0.0,72.04,0,8.6,187.55
T00339,GRADE,DOZ001,DOZER,OP007,2026-01-20 12:00:00,2026-01-20 14:00:00,2026-01-20 12:04:50,2026-01-20 13:51:19,106.49,862,862,100.0,61.7,101,0.433,0,3.03,60.32,0,2.63,594.78
T00340,GRADE,DOZ001,DOZER,OP005,2026-01-30 15:00:00,2026-01-30 17:00:00,2026-01-30 14:52:35,2026-01-30 15:53:29,60.9,424,424,100.0,61.62,50,0.547,0,10.22,61.57,0,9.54,301.24
T00341,LIFT,EXC002,EXCAVATOR,OP002,2026-01-06 11:15:00,2026-01-06 12:55:00,2026-01-06 11:24:09,2026-01-06 11:56:35,32.43,150,150,100.0,74.85,17,0.436,0,5.41,70.67,0,11.22,165.18
T00342,LIFT,EXC002,EXCAVATOR,OP007,2026-01-06 13:15:00,2026-01-06 14:55:00,2026-01-06 13:07:22,2026-01-06 13:33:14,25.85,62,59,95.2,114.89,8,0.522,1,7.5,70.58,0,11.28,124.86
T00343,LIFT,EXC001,EXCAVATOR,OP006,2026-01-27 13:00:00,2026-01-27 14:40:00,2026-01-27 13:04:12,2026-01-27 13:26:40,22.47,111,50,45.0,71.46,13,0.455,0,3.52,53.82,0,8.35,119.95
T00344,GRADE,DOZ001,DOZER,OP004,2026-01-27 12:45:00,2026-01-27 14:45:00,2026-01-27 12:26:03,2026-01-27 14:12:36,106.55,987,839,85.0,57.6,106,0.131,0,5.24,51.97,0,8.74,580.32
T00345,GRADE,DOZ001,DOZER,OP008,2026-01-06 07:00:00,2026-01-06 09:00:00,2026-01-06 07:15:12,2026-01-06 08:37:50,82.62,601,601,100.0,57.91,69,0.378,1,0.93,63.35,0,16.02,392.3
T00346,LOAD,LOD001,LOADER,OP005,2026-01-06 13:45:00,2026-01-06 15:05:00,2026-01-06 13:50:00,2026-01-06 14:21:38,31.62,180,171,95.0,45.27,20,0.445,1,0.0,83.89,0,18.18,127.61
T00347,DIG,EXC002,EXCAVATOR,OP006,2026-01-18 06:45:00,2026-01-18 08:00:00,2026-01-18 06:28:15,2026-01-18 07:23:12,54.93,639,639,100.0,41.5,70,0.301,0,9.73,80.43,1,6.52,338.02
